CustomerID,frequency_cal,monetary_sum,total_quantity,unique_categories,avg_discount,coupon_usage_rate,total_delivery_fee,total_offline,total_online,total_marketing,Tenure_Months,recency_cal,T_cal,monetary_avg,avg_order_interval,freq_last30,spend_last30,qty_last30,purchase_momentum,spend_momentum,Gender_M,Location_Chicago,Location_New Jersey,Location_New York,Location_Washington Dc,KMeans_Label_1,KMeans_Label_2,KMeans_Label_3,future_orders,Churn,Churn_Probability,Churn_Segment,Revenue_At_Risk,Retention_Priority
15570,7,16980.849,835,11,0.07569444444444445,0.3055555555555556,988.94,410500,333743.19,744243.1900000001,34,31,224,2122.606125,28.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,0.0,1,0.75,Medium Risk,12735.636749999998,15282.764099999997
13267,6,16714.356,1141,7,0.0782608695652174,0.32608695652173914,540.38,93000,88571.55,181571.55,46,40,189,2387.765142857143,27.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,0.0,1,0.715,Medium Risk,11950.76454,14340.917448
15880,2,14311.12,1060,10,0.0660377358490566,0.330188679245283,2613.1800000000003,371000,78924.45999999999,449924.46,33,221,223,4770.373333333334,74.33333333333333,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,False,False,0.0,1,0.885,High Risk,12665.3412,12665.3412
14180,5,20351.215,1650,11,0.06447368421052632,0.35526315789473684,1371.23,194000,153715.72,347715.72000000003,11,9,252,3391.869166666667,42.0,1.0,1638.123,30.0,0.16666666666666666,0.08048868390983488,False,False,False,False,False,False,False,False,7.0,0,0.485,Medium Risk,9870.339275,11844.40713
15464,2,13718.315,839,12,0.029936305732484077,0.3057324840764331,1342.96,392500,175249.19,567749.1900000001,40,69,70,4572.7716666666665,23.333333333333332,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False,0.0,1,0.84,High Risk,11523.3846,11523.3846
13174,3,14492.622,549,10,0.09408284023668638,0.3136094674556213,2151.36,676000,319467.94,995467.9400000001,25,212,214,3623.1555,53.5,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,False,False,False,34.0,0,0.635,Medium Risk,9202.81497,11043.377964
15574,3,13000.1,491,11,0.04968553459119497,0.3584905660377358,3473.26,235000,157885.86,392885.86,5,108,248,3250.025,62.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,False,False,0.0,1,0.845,High Risk,10985.0845,10985.0845
13081,6,21338.632,1137,12,0.047126436781609195,0.32950191570881227,2600.72,519000,361390.0,880390.0,5,32,235,3048.376,33.57142857142857,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,False,False,0.0,1,0.425,Medium Risk,9068.9186,10882.70232
17341,2,12192.679,768,12,0.03664596273291926,0.37267080745341613,1767.88,402500,289990.43,692490.43,13,182,183,4064.2263333333335,61.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,False,False,0.0,1,0.885,High Risk,10790.520915000001,10790.520915000001
17340,4,10997.289,502,10,0.03722627737226278,0.3722627737226277,1326.42,343000,256223.84,599223.8400000001,36,83,178,2199.4578,35.6,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,0.0,1,0.915,High Risk,10062.519435,10062.519435
17602,1,11617.12,409,12,0.07864077669902912,0.2621359223300971,996.27,309000,178827.57,487827.57000000007,40,7,7,5808.56,3.5,1.0,11617.12,409.0,0.5,0.9999139275545441,True,True,False,False,False,False,False,False,0.0,1,0.83,High Risk,9642.2096,9642.2096
14800,4,10959.05,404,13,0.07945205479452055,0.4041095890410959,1186.51,438000,249681.44999999998,687681.45,21,55,231,2191.81,46.2,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,False,False,False,0.0,1,0.875,High Risk,9589.168749999999,9589.168749999999
12451,1,9906.437,799,10,0.10099009900990098,0.33663366336633666,1156.78,252500,108361.89000000001,360861.89,49,13,13,4953.2185,6.5,1.0,9906.437,799.0,0.5,0.9998990657220429,True,False,False,False,True,False,False,False,0.0,1,0.795,Medium Risk,7875.617415000001,9450.740898
15862,1,9484.895,332,11,0.034375,0.34375,1593.22,288000,100888.32,388888.32,24,272,272,4742.4475,136.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,True,False,False,0.0,1,0.98,High Risk,9295.1971,9295.1971
15889,1,9298.72,583,7,0.06363636363636364,0.3181818181818182,505.12,264000,119933.88,383933.88,21,216,216,4649.36,108.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,True,False,False,0.0,1,0.99,High Risk,9205.7328,9205.7328
18116,6,11148.507,374,14,0.04129032258064516,0.3548387096774194,983.16,416000,273508.15,689508.15,38,78,158,1592.643857142857,22.571428571428573,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False,0.0,1,0.825,High Risk,9197.518274999999,9197.518274999999
14505,4,11235.051,511,14,0.0639344262295082,0.3770491803278688,1311.83,480000,305084.92,785084.9199999999,8,59,144,2247.0101999999997,28.8,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,0.0,1,0.815,High Risk,9156.566565,9156.566565
14606,20,37396.539,2372,17,0.07743467933491686,0.3847980997624703,5786.34,1064000,741159.15,1805159.1500000001,33,7,259,1780.7875714285713,12.333333333333334,4.0,5804.711,541.0,0.19047619047619047,0.15521639004106663,False,True,False,False,False,False,False,True,80.0,0,0.235,Low Risk,8788.186665,8788.186665
12683,5,10180.774,744,9,0.050649350649350645,0.3246753246753247,815.1,230000,165209.2,395209.2,15,2,173,1696.7956666666666,28.833333333333332,2.0,4220.838,217.0,0.3333333333333333,0.41454838812961275,True,True,False,False,False,False,False,False,0.0,1,0.86,High Risk,8755.465639999999,8755.465639999999
15640,6,10471.957,754,12,0.05217391304347826,0.34782608695652173,1297.0,255000,271180.41000000003,526180.41,30,46,249,1495.9938571428572,35.57142857142857,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,0.0,1,0.69,Medium Risk,7225.6503299999995,8670.780395999998
17968,1,8802.836,1202,10,0.03882352941176471,0.38823529411764707,1555.16,382500,322732.25,705232.25,33,269,269,4401.418,134.5,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,True,False,False,0.0,1,0.975,High Risk,8582.765099999999,8582.765099999999
14415,3,10585.505,384,10,0.08547008547008547,0.37606837606837606,1275.99,112500,174473.21000000002,286973.21,47,14,126,2646.37625,31.5,1.0,1742.035,49.0,0.25,0.1645524183854823,True,False,True,False,False,False,False,False,0.0,1,0.805,High Risk,8521.331525,8521.331525
17198,3,9763.065,966,8,0.04935064935064935,0.2857142857142857,1140.25,255000,104976.66,359976.66,18,168,237,2440.76625,59.25,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,False,False,0.0,1,0.86,High Risk,8396.2359,8396.2359
14729,2,8389.788,352,10,0.03802816901408451,0.38028169014084506,540.66,336500,182189.16,518689.16000000003,43,267,268,2796.596,89.33333333333333,0.0,0.0,0.0,0.0,0.0,True,False,False,False,True,True,False,False,0.0,1,0.985,High Risk,8263.94118,8263.94118
15356,4,9710.623,701,13,0.0773913043478261,0.3391304347826087,1210.67,168000,151488.77,319488.77,32,131,202,1942.1245999999999,40.4,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,0.0,1,0.85,High Risk,8254.02955,8254.02955
13983,3,9515.043,561,11,0.102,0.36,603.7,135000,54377.02,189377.02,30,19,188,2378.76075,47.0,2.0,8741.167,467.0,0.5,0.9185716163745792,True,False,False,False,False,False,True,False,0.0,1,0.865,High Risk,8230.512195,8230.512195
18041,5,15301.884,692,13,0.03529411764705882,0.3202614379084967,2427.71,437500,341077.71,778577.71,30,14,256,2550.314,42.666666666666664,1.0,915.326,30.0,0.16666666666666666,0.059813954023306984,True,False,False,False,True,False,False,False,6.0,0,0.445,Medium Risk,6809.33838,8171.206056
16713,3,9210.08,566,12,0.0330188679245283,0.33962264150943394,1562.28,242000,170719.38999999998,412719.39,5,87,187,2302.52,46.75,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,False,False,False,0.0,1,0.855,High Risk,7874.618399999999,7874.618399999999
16891,2,8149.43,372,9,0.06956521739130436,0.36231884057971014,1616.93,48300,53033.63,101333.62999999999,12,242,243,2716.476666666667,81.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,True,False,False,0.0,1,0.96,High Risk,7823.4528,7823.4528
15998,1,8926.402,516,14,0.05254237288135594,0.2711864406779661,1049.42,354000,209015.75999999998,563015.76,16,146,146,4463.201,73.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,False,False,0.0,1,0.875,High Risk,7810.60175,7810.60175
15525,1,8050.183,417,11,0.02631578947368421,0.2631578947368421,437.34000000000003,285000,187406.31,472406.31,48,266,266,4025.0915,133.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,True,False,False,0.0,1,0.95,High Risk,7647.673849999999,7647.673849999999
16520,2,7630.098,184,6,0.04000000000000001,0.4,737.8,189000,100784.94,289784.94,37,169,170,2543.366,56.666666666666664,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,True,False,False,0.0,1,0.995,High Risk,7591.94751,7591.94751
17191,2,7892.2970000000005,401,9,0.08333333333333333,0.2777777777777778,1225.77,144000,142287.28,286287.28,13,200,201,2630.7656666666667,67.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,True,False,False,0.0,1,0.96,High Risk,7576.60512,7576.60512
14573,1,7516.834,625,7,0.034210526315789476,0.34210526315789475,1057.36,53200,104890.64000000001,158090.64,40,244,244,3758.417,122.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,False,False,0.0,1,1.0,High Risk,7516.834,7516.834
16065,2,7603.143,110,9,0.031081081081081086,0.3108108108108108,480.46999999999997,222000,127897.22,349897.22,41,170,171,2534.381,57.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,True,False,False,0.0,1,0.985,High Risk,7489.095855,7489.095855
17890,3,7762.721,431,11,0.06808510638297872,0.40425531914893614,839.77,250000,180920.13999999998,430920.13999999996,27,0,137,1940.68025,34.25,1.0,4037.5510000000004,258.0,0.25,0.520053592858373,False,True,False,False,False,False,False,False,0.0,1,0.945,High Risk,7335.771344999999,7335.771344999999
15529,4,8097.708,330,10,0.11842105263157894,0.39473684210526316,787.35,213000,116420.47,329420.47,16,5,186,1619.5416,37.2,1.0,7086.884,288.0,0.2,0.8750635286517306,True,False,False,False,False,False,False,False,0.0,1,0.895,High Risk,7247.44866,7247.44866
12481,4,10136.311,757,8,0.04565217391304348,0.2826086956521739,1492.55,96000,78809.18000000001,174809.18,49,61,174,2027.2622,34.8,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,True,False,0.0,1,0.595,Medium Risk,6031.105044999999,7237.326053999999
16033,4,9021.63,493,11,0.07163120567375886,0.3475177304964539,1939.97,321500,272247.14,593747.1399999999,48,18,234,1804.3259999999998,46.8,1.0,2102.302,257.0,0.2,0.23300323741525478,False,True,False,False,False,False,False,False,0.0,1,0.8,High Risk,7217.304,7217.304
16686,2,8382.631,123,10,0.028735632183908046,0.28735632183908044,661.38,174000,134297.0,308297.0,31,90,91,2794.210333333333,30.333333333333332,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,False,False,False,0.0,1,0.86,High Risk,7209.06266,7209.06266
16919,2,7366.1990000000005,969,9,0.08153846153846153,0.35384615384615387,1070.19,76500,71915.74,148415.74,10,124,206,2455.3996666666667,68.66666666666667,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,True,False,False,0.0,1,0.97,High Risk,7145.21303,7145.21303
17019,3,7989.35,170,9,0.07222222222222222,0.3,698.81,232000,127957.48000000001,359957.48000000004,25,36,205,1997.3375,51.25,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,False,False,False,0.0,1,0.745,Medium Risk,5952.065750000001,7142.478900000001
14307,2,8133.604,394,12,0.0670886075949367,0.4050632911392405,1024.23,293500,230721.5,524221.5,28,9,271,2711.2013333333334,90.33333333333333,1.0,2858.355,188.0,0.3333333333333333,0.35138219389659286,False,False,False,False,False,False,False,False,0.0,1,0.875,High Risk,7116.9035,7116.9035
17059,2,8803.108,153,10,0.06666666666666668,0.3333333333333333,811.46,351000,215322.99000000002,566322.99,24,226,227,2934.3693333333335,75.66666666666667,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,0.0,1,0.805,High Risk,7086.501940000001,7086.501940000001
15023,3,8225.575,338,12,0.10476190476190476,0.38095238095238093,2432.86,299500,255299.28,554799.28,40,14,220,2056.39375,55.0,2.0,5054.317,238.0,0.5,0.6143889771867392,False,True,False,False,False,False,False,False,0.0,1,0.71,Medium Risk,5840.15825,7008.1899
17218,4,7709.309,231,14,0.0815126050420168,0.36134453781512604,1255.5,297000,212640.91999999998,509640.92,31,52,199,1541.8618000000001,39.8,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False,0.0,1,0.75,Medium Risk,5781.98175,6938.3781
16274,1,6969.701,469,8,0.04477611940298507,0.44776119402985076,1063.03,335000,164126.55000000002,499126.55,43,262,262,3484.8505,131.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,True,False,False,0.0,1,0.995,High Risk,6934.852495,6934.852495
14083,2,7529.0109999999995,664,13,0.04631578947368421,0.28421052631578947,1115.04,118700,174019.89,292719.89,41,84,241,2509.670333333333,80.33333333333333,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,False,False,False,0.0,1,0.92,High Risk,6926.69012,6926.69012
13715,5,7385.926,272,10,0.051000000000000004,0.41,865.7,246500,101719.9,348219.89999999997,23,62,258,1230.9876666666667,43.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,0.0,1,0.775,Medium Risk,5724.0926500000005,6868.91118
14449,2,6992.742,406,9,0.042,0.42,1127.02,50000,51728.060000000005,101728.06,39,250,251,2330.914,83.66666666666667,0.0,0.0,0.0,0.0,0.0,True,False,True,False,False,True,False,False,0.0,1,0.98,High Risk,6852.88716,6852.88716
17827,4,7894.19,403,13,0.028571428571428574,0.2857142857142857,784.39,392000,93890.61,485890.61000000004,32,159,162,1578.838,32.4,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,0.0,1,0.86,High Risk,6789.0034,6789.0034
14713,3,7459.882,219,9,0.09625,0.3875,732.79,274500,173563.28,448063.27999999997,42,2,164,1864.9705,41.0,1.0,3659.332,109.0,0.25,0.4904690893114246,False,True,False,False,False,False,False,False,0.0,1,0.9,High Risk,6713.8938,6713.8938
17950,1,6592.173,208,8,0.04,0.4,351.22,160000,70196.8,230196.8,39,166,166,3296.0865,83.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,True,False,False,0.0,1,0.995,High Risk,6559.212135,6559.212135
16402,2,6758.626,163,9,0.056140350877192984,0.2807017543859649,1880.89,199500,136144.57,335644.57,31,220,221,2252.8753333333334,73.66666666666667,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,True,False,False,0.0,1,0.97,High Risk,6555.86722,6555.86722
13564,2,7610.949,205,8,0.06951219512195123,0.3048780487804878,1129.76,184500,86521.89,271021.89,26,83,197,2536.9829999999997,65.66666666666667,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,0.0,1,0.86,High Risk,6545.416139999999,6545.416139999999
17126,2,6669.168,328,8,0.06031746031746032,0.30158730158730157,638.05,189000,116011.74,305011.74,32,150,151,2223.056,50.333333333333336,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,True,False,False,0.0,1,0.975,High Risk,6502.4388,6502.4388
17609,1,6909.804,442,11,0.13799999999999998,0.46,1119.86,250000,250483.0,500483.0,21,25,25,3454.902,12.5,1.0,6909.804,442.0,0.5,0.9998552990361179,True,False,False,True,False,False,False,False,0.0,1,0.93,High Risk,6426.11772,6426.11772
13531,1,6466.017,199,3,0.03333333333333333,0.3333333333333333,176.01,37500,40791.9,78291.9,48,178,178,3233.0085,89.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,True,False,False,0.0,1,0.99,High Risk,6401.35683,6401.35683
15426,3,6956.11,440,10,0.08505747126436781,0.4482758620689655,1114.1200000000001,303000,179146.88,482146.88,17,201,220,1739.0275,55.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,True,False,False,0.0,1,0.92,High Risk,6399.6212,6399.6212
12370,2,7349.061,613,10,0.046153846153846156,0.23076923076923078,692.98,95000,236075.83000000002,331075.83,21,99,129,2449.687,43.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,False,False,0.0,1,0.87,High Risk,6393.68307,6393.68307
15727,2,7042.56,750,10,0.07575757575757576,0.2828282828282828,817.05,281000,157821.6,438821.6,40,38,113,2347.52,37.666666666666664,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False,0.0,1,0.9,High Risk,6338.304,6338.304
17449,2,6731.724,886,8,0.09452054794520547,0.3150684931506849,634.26,255500,196115.94,451615.94,24,119,120,2243.908,40.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,True,False,False,0.0,1,0.93,High Risk,6260.503320000001,6260.503320000001
15514,3,7104.715,526,10,0.061946902654867256,0.3274336283185841,1012.23,317000,146164.47,463164.47000000003,22,130,155,1776.17875,38.75,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,False,False,False,0.0,1,0.88,High Risk,6252.1492,6252.1492
16016,3,6324.959,482,9,0.08714285714285713,0.35714285714285715,455.0,140500,209679.58,350179.58,19,179,185,1581.23975,46.25,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,False,False,0.0,1,0.975,High Risk,6166.835024999999,6166.835024999999
17787,3,7206.402,113,9,0.06329113924050633,0.24050632911392406,563.03,211700,153831.5,365531.5,8,5,240,1801.6005,60.0,1.0,4250.75,72.0,0.25,0.5897756223393672,True,False,False,False,False,False,False,False,0.0,1,0.855,High Risk,6161.47371,6161.47371
14099,2,6443.747,383,7,0.061016949152542375,0.3728813559322034,512.38,127500,130391.99,257891.99000000002,32,28,88,2147.9156666666668,29.333333333333332,1.0,2447.14,28.0,0.3333333333333333,0.37971079392255425,True,False,False,True,False,False,True,False,0.0,1,0.955,High Risk,6153.778385,6153.778385
17897,3,6362.58,208,9,0.06712328767123288,0.3287671232876712,1226.48,236000,197362.5,433362.5,19,190,269,1590.645,67.25,0.0,0.0,0.0,0.0,0.0,True,False,False,False,True,True,False,False,0.0,1,0.965,High Risk,6139.8897,6139.8897
12472,2,8053.135,193,10,0.06785714285714287,0.36904761904761907,1120.3,350000,329037.52,679037.52,2,217,264,2684.3783333333336,88.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,23.0,0,0.635,Medium Risk,5113.740725000001,6136.48887
14506,1,6197.858,134,9,0.1,0.5,609.78,200000,217451.00000000003,417451.0,34,217,217,3098.929,108.5,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,True,False,False,0.0,1,0.985,High Risk,6104.89013,6104.89013
16553,2,6501.1359999999995,265,4,0.05555555555555555,0.2777777777777778,819.21,11000,19517.78,30517.78,39,124,180,2167.045333333333,60.0,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,True,False,False,0.0,1,0.935,High Risk,6078.5621599999995,6078.5621599999995
17017,5,7080.901,253,9,0.08266666666666667,0.37333333333333335,892.01,134500,55504.409999999996,190004.41,40,123,258,1180.1501666666666,43.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,0.0,1,0.715,Medium Risk,5062.844215,6075.413058
15044,4,8690.377,594,11,0.06268656716417911,0.30597014925373134,859.21,349000,249540.76,598540.76,31,47,145,1738.0754000000002,29.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,0.0,1,0.58,Medium Risk,5040.41866,6048.502392
15296,2,6645.296,211,6,0.11311475409836065,0.3770491803278688,607.64,172500,134398.21,306898.21,40,22,23,2215.0986666666668,7.666666666666667,2.0,6645.296,211.0,0.6666666666666666,0.9998495402552038,True,False,False,False,False,False,True,False,0.0,1,0.91,High Risk,6047.21936,6047.21936
17338,3,7185.478,422,10,0.055737704918032795,0.2786885245901639,907.62,305000,182249.17,487249.17000000004,40,39,140,1796.3695,35.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,False,False,False,0.0,1,0.84,High Risk,6035.80152,6035.80152
17400,1,6610.204999999999,305,6,0.04864864864864865,0.4864864864864865,279.96,92500,92106.32,184606.32,45,81,81,3305.1024999999995,40.5,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,True,False,0.0,1,0.76,Medium Risk,5023.755799999999,6028.506959999999
15012,2,6116.919,184,7,0.02592592592592593,0.25925925925925924,975.4,270000,151030.62,421030.62,42,266,267,2038.973,89.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,True,False,False,0.0,1,0.975,High Risk,5963.9960249999995,5963.9960249999995
13838,2,6423.412,185,9,0.06923076923076923,0.34615384615384615,387.58,156000,116699.96,272699.96,5,233,234,2141.1373333333336,78.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,True,False,False,0.0,1,0.925,High Risk,5941.6561,5941.6561
17954,3,6636.4310000000005,175,11,0.10595238095238095,0.38095238095238093,736.28,216500,164143.81,380643.81,22,29,238,1659.1077500000001,59.5,1.0,4278.711,98.0,0.25,0.6446335939311459,False,False,False,True,False,False,False,False,0.0,1,0.895,High Risk,5939.605745000001,5939.605745000001
15532,2,5968.879,92,9,0.096,0.34,470.15,175000,72790.22,247790.21999999997,23,103,104,1989.6263333333334,34.666666666666664,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,True,False,False,0.0,1,0.99,High Risk,5909.19021,5909.19021
17975,3,10040.163,1330,13,0.056896551724137934,0.3793103448275862,491.87,96000,106823.22,202823.22,6,76,187,2510.04075,46.75,0.0,0.0,0.0,0.0,0.0,True,True,False,False,False,False,False,False,20.0,0,0.49,Medium Risk,4919.67987,5903.615844
15983,4,6248.026,447,9,0.03827160493827161,0.2962962962962963,730.95,241000,235113.53,476113.52999999997,25,129,270,1249.6052,54.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,True,False,False,0.0,1,0.94,High Risk,5873.144439999999,5873.144439999999
12577,1,6149.347,976,7,0.09402985074626866,0.31343283582089554,627.1,201000,155541.84,356541.84,10,112,112,3074.6735,56.0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,True,False,False,0.0,1,0.95,High Risk,5841.87965,5841.87965
17908,1,5850.938,192,8,0.027586206896551727,0.27586206896551724,649.72,261000,169855.90000000002,430855.9,15,271,271,2925.469,135.5,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,True,False,False,0.0,1,0.99,High Risk,5792.42862,5792.42862
12921,3,6110.142,394,9,0.05593220338983051,0.3559322033898305,454.91,163000,139672.62999999998,302672.62999999995,49,74,263,1527.5355,65.75,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,False,True,False,0.0,1,0.79,Medium Risk,4827.01218,5792.414615999999
14669,2,6692.436,146,13,0.06545454545454546,0.32727272727272727,1191.99,385000,227014.72,612014.72,39,44,45,2230.812,15.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,False,False,0.0,1,0.86,High Risk,5755.49496,5755.49496
17976,1,5697.88,165,9,0.029230769230769234,0.3230769230769231,755.25,65000,36401.299999999996,101401.3,12,251,251,2848.94,125.5,0.0,0.0,0.0,0.0,0.0,True,False,False,False,True,True,False,False,0.0,1,1.0,High Risk,5697.88,5697.88
17284,2,6642.644,322,10,0.06564885496183206,0.33587786259541985,815.97,196500,288327.08,484827.07999999996,38,58,59,2214.2146666666667,19.666666666666668,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,False,False,0.0,1,0.855,High Risk,5679.46062,5679.46062
17690,4,6887.053,564,8,0.09999999999999999,0.42105263157894735,745.59,258000,138414.68,396414.68,6,21,261,1377.4106,52.2,1.0,4246.147,467.0,0.2,0.6164509767854573,False,True,False,False,False,False,False,False,0.0,1,0.82,High Risk,5647.38346,5647.38346
15460,2,6523.096,274,8,0.034482758620689655,0.3448275862068966,548.85,145000,66103.5,211103.5,4,83,84,2174.365333333333,28.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,True,False,0.0,1,0.865,High Risk,5642.47804,5642.47804
